DO,DO-20-001737,29/02/2020,JTG01,PT. JAVAS TRIPTA GEMALA (BLORA),,,,,BRNOBH002,,OB HERBAL D10,900,,DL0476/MPM/II/2020
DO,DO-20-001737,29/02/2020,JTG01,PT. JAVAS TRIPTA GEMALA (BLORA),,,,,BRNOBJ001,,OB HERBAL JUNIOR B60,192,,DL0476/MPM/II/2020
DO,DO-20-001737,29/02/2020,JTG01,PT. JAVAS TRIPTA GEMALA (BLORA),,,,,BRNANJ002,,ANTANGIN JUNIOR SD5,5700,,DL0476/MPM/II/2020
DO,DO-20-001737,29/02/2020,JTG01,PT. JAVAS TRIPTA GEMALA (BLORA),,,,,BRNANS002,,ANTANGIN JRG + MADU ST24,1680,,DL0476/MPM/II/2020
DO,DO-20-001737,29/02/2020,JTG01,PT. JAVAS TRIPTA GEMALA (BLORA),,,,,BRNANS003,,ANTANGIN JRG + MADU SD12,36000,,DL0476/MPM/II/2020
DO,DO-20-001737,29/02/2020,JTG01,PT. JAVAS TRIPTA GEMALA (BLORA),,,,,BRNANM001,,ANTANGIN MINT SD12,6480,,DL0476/MPM/II/2020
DO,DO-20-001737,29/02/2020,JTG01,PT. JAVAS TRIPTA GEMALA (BLORA),,,,,BRNKTT001,,TUNTAS  K10,100,,DL0476/MPM/II/2020
DO,DO-20-001737,29/02/2020,JTG01,PT. JAVAS TRIPTA GEMALA (BLORA),,,,,BRNKRW001,,RAPET WANGI K10,100,,DL0476/MPM/II/2020
DO,DO-20-001737,29/02/2020,JTG01,PT. JAVAS TRIPTA GEMALA (BLORA),,,,,BRNOBZ001,,OB HERBAL ZIPLONG D5,600,,DL0476/MPM/II/2020
DO,DO-20-001737,29/02/2020,JTG01,PT. JAVAS TRIPTA GEMALA (BLORA),,,,,BRNOBZ002,,OB HERBAL ZIPLONG R10,300,,DL0476/MPM/II/2020
DO,DO-20-001738,29/02/2020,JTG04,PT. JAVAS TRIPTA GEMALA (KUDUS),,,,,BRNOBJ001,,OB HERBAL JUNIOR B60,480,,DL0477/MPM/II/2020
DO,DO-20-001738,29/02/2020,JTG04,PT. JAVAS TRIPTA GEMALA (KUDUS),,,,,BRNANJ002,,ANTANGIN JUNIOR SD5,13800,,DL0477/MPM/II/2020
DO,DO-20-001738,29/02/2020,JTG04,PT. JAVAS TRIPTA GEMALA (KUDUS),,,,,BRNANS003,,ANTANGIN JRG + MADU SD12,162000,,DL0477/MPM/II/2020
DO,DO-20-001738,29/02/2020,JTG04,PT. JAVAS TRIPTA GEMALA (KUDUS),,,,,BRNKTT001,,TUNTAS  K10,400,,DL0477/MPM/II/2020
DO,DO-20-001738,29/02/2020,JTG04,PT. JAVAS TRIPTA GEMALA (KUDUS),,,,,BRNKRW001,,RAPET WANGI K10,400,,DL0477/MPM/II/2020
DO,DO-20-001739,29/02/2020,JKT03,PT. JAVAS KARYA TRIPTA (CAKUNG),,,,,BRNANJ002,,ANTANGIN JUNIOR SD5,6000,,DL0482/MPM/II/2020
DO,DO-20-001739,29/02/2020,JKT03,PT. JAVAS KARYA TRIPTA (CAKUNG),,,,,BRNANS003,,ANTANGIN JRG + MADU SD12,180000,,DL0482/MPM/II/2020
DO,DO-20-001739,29/02/2020,JKT03,PT. JAVAS KARYA TRIPTA (CAKUNG),,,,,BRNANM001,,ANTANGIN MINT SD12,7200,,DL0482/MPM/II/2020
